Layer,SYS_LOC_CODE,SAMPLE_DATE,CAS_RN,CHEMICAL_NAME,RESULT,REPORT_RESULT_UNIT,DETECT_FLAG,LAB_QUALIFIERS,X_COORD,Y_COORD
TCE_UQ32020,W-45,2020-10-14 9:10,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024296.1,745644.03
TCE_UQ32020,W-51,2020-10-14 10:21,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024270.83,745583.86
TCE_UQ32020,W-70,2020-10-15 10:27,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2026062.87,745719.22
TCE_UQ32020,W-40,2020-10-15 12:10,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024112.48,745646.53
TCE_UQ32020,W-61,2020-10-15 15:20,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023288.26,745829.26
TCE_UQ32020,W-15,2020-10-16 8:17,79-01-6,Trichloroethene - Upper,2.2,ug/L,Y,,2023716.79,744663.42
TCE_UQ32020,W-64,2020-10-16 9:41,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023511.33,744643.8
TCE_UQ32020,W-41R,2020-10-16 10:57,79-01-6,Trichloroethene - Upper,8.6,ug/L,Y,,2023252.59,745372.89
TCE_UQ32020,W-36,2020-10-16 21:19,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024573.17,746084.83
TCE_UQ32020,W-23R,2020-10-19 8:30,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024851.26,744674.74
TCE_UQ32020,W-67,2020-10-19 10:29,79-01-6,Trichloroethene - Upper,7.4,ug/L,Y,,2024485.79,744459.59
TCE_UQ32020,W-89,2020-10-19 11:31,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022888.25,746583.34
TCE_UQ32020,W-14,2020-10-19 12:09,79-01-6,Trichloroethene - Upper,2.1,ug/L,Y,,2024478.65,744603.2
TCE_UQ32020,W-26,2020-10-19 13:47,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023417.69,744855.29
TCE_UQ32020,W-16,2020-10-20 8:58,79-01-6,Trichloroethene - Upper,1.5,ug/L,Y,,2024060.26,744602.32
TCE_UQ32020,W-42,2020-10-21 11:25,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023203.32,745072.35
TCE_UQ32020,W-46,2020-10-21 14:52,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023494.46,745154.59
TCE_UQ32020,W-43,2020-10-22 10:40,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023600.12,745904.31
TCE_UQ32020,W-91,2020-10-22 12:10,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022016.77,745976.36
TCE_UQ32020,W-66,2020-10-22 12:11,79-01-6,Trichloroethene - Upper,10,ug/L,N,U,2024027.17,745687.82
TCE_UQ32020,W-24,2020-10-22 14:13,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2027344.76,746742.56
TCE_UQ32020,W-39,2020-10-22 21:06,79-01-6,Trichloroethene - Upper,5,ug/L,N,U,2023656.67,745587.41
TCE_UQ32020,W-86,2020-10-23 11:55,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2025100.8,745082.29
TCE_UQ32020,W-27,2020-10-26 11:55,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023708.23,744383.9
TCE_UQ32020,W-4,2020-10-27 8:22,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023959.57,744343.67
TCE_UQ12020,W-28,2020-02-04 11:25,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024317.41,745121.78
TCE_UQ12020,W-72,2020-04-03 10:15,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024162.69,745450.25
TCE_UQ12020,W-73,2020-04-03 11:24,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024166.25,745339.31
TCE_UQ12020,W-38,2020-04-03 12:50,79-01-6,Trichloroethene - Upper,5.7,ug/L,Y,,2024192.97,745250.31
TCE_UQ12020,W-29,2020-04-03 13:57,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024101.64,745182.77
TCE_UQ12020,W-28,2020-04-03 15:02,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024317.41,745121.78
TCE_UQ12020,W-59,2020-04-07 9:59,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024165.88,745219.37
TCE_UQ12020,W-22,2020-04-07 10:53,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024116.4,744960.92
TCE_UQ12020,W-57,2020-04-07 11:41,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024190.79,745307.43
TCE_UQ12020,W-56,2020-04-07 13:23,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024203.75,745351.31
TCE_UQ12020,W-75,2020-04-08 10:10,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024064.76,745317.23
TCE_UQ12020,W-37,2020-04-08 11:48,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024230.73,745407.39
TCE_UQ12020,W-13R,2020-04-08 13:29,79-01-6,Trichloroethene - Upper,1.3,ug/L,Y,,2024279.25,744648.71
TCE_UQ12020,W-55,2020-04-08 14:45,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024214,745397.65
TCE_UQ12020,W-54,2020-04-09 8:26,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024229.98,745442.55
TCE_UQ12020,W-53,2020-04-09 10:52,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024247.56,745496
TCE_UQ12020,W-52,2020-04-09 12:57,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024260.17,745542.36
TCE_UQ12020,W-51,2020-04-09 14:42,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024270.83,745583.86
TCE_UQ12020,W-7A,2020-04-10 9:33,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023872.22,744907.43
TCE_UQ12020,W-11,2020-04-10 11:17,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023914.56,744743.05
TCE_UQ12020,W-61,2020-04-10 12:36,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023288.26,745829.26
TCE_UQ12020,W-32,2020-04-10 12:53,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023919.81,744742.1
TCE_UQ12020,W-10,2020-04-13 10:05,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023659.9,744897.85
TCE_UQ12020,W-84,2020-04-13 11:57,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024721.5,745177.25
TCE_UQ12020,W-30,2020-04-13 12:42,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024150.84,745095.16
TCE_UQ12020,W-83,2020-04-13 13:28,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024667.49,744975.06
TCE_UQ12020,W-79,2020-04-13 14:12,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024450.27,745200.4
TCE_UQ12020,W-82,2020-04-14 8:31,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024594.17,744895.93
TCE_UQ12020,W-78,2020-04-14 9:16,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024371.03,745117.75
TCE_UQ12020,W-81,2020-04-14 10:25,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024469.85,744938.6
TCE_UQ12020,W-80,2020-04-14 10:26,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024414.69,745024.39
TCE_UQ12020,W-77,2020-04-14 12:38,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024346.11,745158.93
TCE_UQ12020,W-76,2020-04-14 15:32,79-01-6,Trichloroethene - Upper,44,ug/L,Y,,2024223.52,745181.19
TCE_UQ12020,W-45,2020-04-15 8:56,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024296.1,745644.03
TCE_UQ12020,W-70,2020-04-16 9:56,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2026062.87,745719.22
TCE_UQ12020,W-40,2020-04-16 11:52,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024112.48,745646.53
TCE_UQ12020,W-26,2020-04-16 15:01,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023417.69,744855.29
TCE_UQ12020,W-89,2020-04-17 9:49,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022888.25,746583.34
TCE_UQ12020,W-41R,2020-04-17 14:19,79-01-6,Trichloroethene - Upper,4,ug/L,Y,,2023252.59,745372.89
TCE_UQ12020,W-64,2020-04-20 8:50,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023511.33,744643.8
TCE_UQ12020,W-36,2020-04-20 10:16,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024573.17,746084.83
TCE_UQ12020,W-35,2020-04-21 9:18,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024227.93,745716.7
TCE_UQ12020,W-15,2020-04-21 10:57,79-01-6,Trichloroethene - Upper,1.4,ug/L,Y,,2023716.79,744663.42
TCE_UQ12020,W-23R,2020-04-21 12:43,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024851.26,744674.74
TCE_UQ12020,W-16,2020-04-21 13:14,79-01-6,Trichloroethene - Upper,1.7,ug/L,Y,,2024060.26,744602.32
TCE_UQ12020,W-67,2020-04-21 14:11,79-01-6,Trichloroethene - Upper,8.4,ug/L,Y,,2024485.79,744459.59
TCE_UQ12020,W-14,2020-04-22 8:48,79-01-6,Trichloroethene - Upper,1.3,ug/L,Y,,2024478.65,744603.2
TCE_UQ12020,W-46,2020-04-22 10:41,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023494.46,745154.59
TCE_UQ12020,W-91,2020-04-22 13:55,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022016.77,745976.36
TCE_UQ12020,W-24,2020-04-22 15:02,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2027344.76,746742.56
TCE_UQ12020,W-43,2020-04-23 10:32,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023600.12,745904.31
TCE_UQ12020,W-42,2020-04-23 11:27,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023203.32,745072.35
TCE_UQ12020,W-66,2020-04-24 11:25,79-01-6,Trichloroethene - Upper,10,ug/L,N,U,2024027.17,745687.82
TCE_UQ12020,W-39,2020-04-24 12:48,79-01-6,Trichloroethene - Upper,10,ug/L,N,U,2023656.67,745587.41
TCE_UQ12020,W-27,2020-04-27 11:21,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023708.23,744383.9
TCE_UQ12020,W-4,2020-04-27 15:11,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023959.57,744343.67
TCE_UQ12020,W-86,2020-04-28 10:05,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2025100.8,745082.29
TCE_UQ32021,W-13R,2021-10-05 10:51,79-01-6,Trichloroethene - Upper,2.5,ug/L,Y,,2024279.25,744648.71
TCE_UQ32021,W-11,2021-10-05 11:03,79-01-6,Trichloroethene - Upper,2.4,ug/L,Y,,2023914.56,744743.05
TCE_UQ32021,W-10,2021-10-05 13:19,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023659.9,744897.85
TCE_UQ32021,W-7A,2021-10-05 13:51,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023872.22,744907.43
TCE_UQ32021,W-77,2021-10-06 10:45,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024346.11,745158.93
TCE_UQ32021,W-28,2021-10-06 11:58,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024317.41,745121.78
TCE_UQ32021,W-78,2021-10-06 13:00,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024371.03,745117.75
TCE_UQ32021,W-79,2021-10-06 14:12,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024450.27,745200.4
TCE_UQ32021,W-84,2021-10-07 9:04,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024721.5,745177.25
TCE_UQ32021,W-82,2021-10-07 9:54,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024594.17,744895.93
TCE_UQ32021,W-83,2021-10-07 11:09,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024667.49,744975.06
TCE_UQ32021,W-81,2021-10-07 11:44,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024469.85,744938.6
TCE_UQ32021,W-81,2021-10-07 11:44,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024469.85,744938.6
TCE_UQ32021,W-76,2021-10-07 13:05,79-01-6,Trichloroethene - Upper,26,ug/L,Y,,2024223.52,745181.19
TCE_UQ32021,W-80,2021-10-07 13:31,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024414.69,745024.39
TCE_UQ32021,W-80,2021-10-07 13:31,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024414.69,745024.39
TCE_UQ32021,W-38,2021-10-07 14:21,79-01-6,Trichloroethene - Upper,4,ug/L,Y,,2024192.97,745250.31
TCE_UQ32021,W-57,2021-10-07 14:39,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024190.79,745307.43
TCE_UQ32021,W-29,2021-10-08 9:02,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024101.64,745182.77
TCE_UQ32021,W-22,2021-10-08 9:34,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024116.4,744960.92
TCE_UQ32021,W-30,2021-10-08 12:53,79-01-6,Trichloroethene - Upper,1.5,ug/L,Y,,2024150.84,745095.16
TCE_UQ32021,W-73,2021-10-08 13:30,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024166.25,745339.31
TCE_UQ32021,W-59,2021-10-11 11:18,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024165.88,745219.37
TCE_UQ32021,W-55,2021-10-11 12:16,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024214,745397.65
TCE_UQ32021,W-37,2021-10-11 13:07,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024230.73,745407.39
TCE_UQ32021,W-56,2021-10-11 14:18,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024203.75,745351.31
TCE_UQ32021,W-75,2021-10-12 8:51,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024064.76,745317.23
TCE_UQ32021,W-40,2021-10-12 9:18,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024112.48,745646.53
TCE_UQ32021,W-72,2021-10-12 11:33,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024162.69,745450.25
TCE_UQ32021,W-54,2021-10-12 12:49,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024229.98,745442.55
TCE_UQ32021,W-53,2021-10-12 14:26,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024247.56,745496
TCE_UQ32021,W-36,2021-10-13 9:55,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024573.17,746084.83
TCE_UQ32021,W-52,2021-10-13 13:55,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024260.17,745542.36
TCE_UQ32021,W-51,2021-10-13 14:50,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024270.83,745583.86
TCE_UQ32021,W-45,2021-10-14 11:09,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024296.1,745644.03
TCE_UQ32021,W-35,2021-10-14 13:21,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024227.93,745716.7
TCE_UQ32021,W-61,2021-10-15 12:46,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023288.26,745829.26
TCE_UQ32021,W-23R,2021-10-18 10:29,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2024851.26,744674.74
TCE_UQ32021,W-66,2021-10-18 10:38,79-01-6,Trichloroethene - Upper,5,ug/L,N,U,2024027.17,745687.82
TCE_UQ32021,W-67,2021-10-18 11:24,79-01-6,Trichloroethene - Upper,7.4,ug/L,Y,,2024485.79,744459.59
TCE_UQ32021,W-39,2021-10-18 12:03,79-01-6,Trichloroethene - Upper,5,ug/L,N,U,2023656.67,745587.41
TCE_UQ32021,W-43,2021-10-18 13:02,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023600.12,745904.31
TCE_UQ32021,W-14,2021-10-18 13:30,79-01-6,Trichloroethene - Upper,1.1,ug/L,Y,,2024478.65,744603.2
TCE_UQ32021,W-64,2021-10-19 8:54,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023511.33,744643.8
TCE_UQ32021,W-15,2021-10-19 10:54,79-01-6,Trichloroethene - Upper,1.9,ug/L,Y,,2023716.79,744663.42
TCE_UQ32021,W-26,2021-10-19 11:53,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023417.69,744855.29
TCE_UQ32021,W-16,2021-10-19 12:18,79-01-6,Trichloroethene - Upper,1.1,ug/L,Y,,2024060.26,744602.32
TCE_UQ32021,W-42,2021-10-20 9:17,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023203.32,745072.35
TCE_UQ32021,W-91,2021-10-20 12:20,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022016.77,745976.36
TCE_UQ32021,W-46,2021-10-21 9:03,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023494.46,745154.59
TCE_UQ32021,W-41R,2021-10-21 9:06,79-01-6,Trichloroethene - Upper,8.5,ug/L,Y,,2023252.59,745372.89
TCE_UQ32021,W-70,2021-10-21 11:27,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2026062.87,745719.22
TCE_UQ32021,W-89,2021-10-21 12:08,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2022888.25,746583.34
TCE_UQ32021,W-24,2021-10-21 14:13,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2027344.76,746742.56
TCE_UQ32021,W-86,2021-10-22 9:23,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2025100.8,745082.29
TCE_UQ32021,W-27,2021-10-22 13:03,79-01-6,Trichloroethene - Upper,1,ug/L,N,U,2023708.23,744383.9
UQ32020,W-10,2020-10-05 10:03,TOTAL-U,Total Uranium Isotopes,0.138,ug/L,Y,J,2023659.9,744897.85
UQ32020,W-11,2020-10-05 12:10,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023914.56,744743.05
UQ32020,W-13R,2020-10-05 14:47,TOTAL-U,Total Uranium Isotopes,0.131,ug/L,Y,J,2024279.25,744648.71
UQ32020,W-7A,2020-10-05 15:01,TOTAL-U,Total Uranium Isotopes,0.725,ug/L,Y,,2023872.22,744907.43
UQ32020,W-82,2020-10-06 9:15,TOTAL-U,Total Uranium Isotopes,0.0923,ug/L,Y,J,2024594.17,744895.93
UQ32020,W-84,2020-10-06 11:18,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024721.5,745177.25
UQ32020,W-83,2020-10-06 11:37,TOTAL-U,Total Uranium Isotopes,0.0837,ug/L,Y,J,2024667.49,744975.06
UQ32020,W-80,2020-10-06 13:11,TOTAL-U,Total Uranium Isotopes,0.122,ug/L,Y,J,2024414.69,745024.39
UQ32020,W-79,2020-10-06 14:32,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024450.27,745200.4
UQ32020,W-81,2020-10-06 14:55,TOTAL-U,Total Uranium Isotopes,0.628,ug/L,Y,,2024469.85,744938.6
UQ32020,W-77,2020-10-07 9:54,TOTAL-U,Total Uranium Isotopes,275,ug/L,Y,,2024346.11,745158.93
UQ32020,W-78,2020-10-07 11:01,TOTAL-U,Total Uranium Isotopes,0.308,ug/L,Y,,2024371.03,745117.75
UQ32020,W-28,2020-10-07 12:40,TOTAL-U,Total Uranium Isotopes,1.22,ug/L,Y,,2024317.41,745121.78
UQ32020,W-29,2020-10-07 14:43,TOTAL-U,Total Uranium Isotopes,1.56,ug/L,Y,,2024101.64,745182.77
UQ32020,W-76,2020-10-07 14:46,TOTAL-U,Total Uranium Isotopes,2.96,ug/L,Y,,2024223.52,745181.19
UQ32020,W-58,2020-10-08 11:58,TOTAL-U,Total Uranium Isotopes,1.08,ug/L,Y,,2024176.33,745254.09
UQ32020,W-22,2020-10-08 13:24,TOTAL-U,Total Uranium Isotopes,0.737,ug/L,Y,,2024116.4,744960.92
UQ32020,W-57,2020-10-08 13:30,TOTAL-U,Total Uranium Isotopes,0.0758,ug/L,Y,J,2024190.79,745307.43
UQ32020,W-56,2020-10-08 14:57,TOTAL-U,Total Uranium Isotopes,100,ug/L,Y,,2024203.75,745351.31
UQ32020,W-73,2020-10-08 15:27,TOTAL-U,Total Uranium Isotopes,0.141,ug/L,Y,J,2024166.25,745339.31
UQ32020,W-17,2020-10-09 10:12,TOTAL-U,Total Uranium Isotopes,0.0871,ug/L,Y,J,2023785.38,745055.22
UQ32020,W-18R,2020-10-09 11:43,TOTAL-U,Total Uranium Isotopes,4.31,ug/L,Y,,2023939.25,745012.69
UQ32020,W-72,2020-10-09 12:56,TOTAL-U,Total Uranium Isotopes,0.345,ug/L,Y,,2024162.69,745450.25
UQ32020,W-59,2020-10-09 13:58,TOTAL-U,Total Uranium Isotopes,10.2,ug/L,Y,,2024165.88,745219.37
UQ32020,W-74,2020-10-12 8:58,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024067.17,745325.13
UQ32020,W-30,2020-10-12 9:28,TOTAL-U,Total Uranium Isotopes,8.7,ug/L,Y,,2024150.84,745095.16
UQ32020,W-75,2020-10-12 10:25,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024064.76,745317.23
UQ32020,W-55,2020-10-12 11:27,TOTAL-U,Total Uranium Isotopes,155,ug/L,Y,,2024214,745397.65
UQ32020,W-54,2020-10-12 12:23,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024229.98,745442.55
UQ32020,W-53,2020-10-12 13:49,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024247.56,745496
UQ32020,W-52,2020-10-12 14:25,TOTAL-U,Total Uranium Isotopes,0.0983,ug/L,Y,J,2024260.17,745542.36
UQ32020,W-20,2020-10-13 9:38,TOTAL-U,Total Uranium Isotopes,0.0831,ug/L,Y,J,2022975.38,743739.63
UQ32020,W-35,2020-10-13 14:22,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024227.93,745716.7
UQ32020,W-45,2020-10-14 9:10,TOTAL-U,Total Uranium Isotopes,0.301,ug/L,Y,,2024296.1,745644.03
UQ32020,W-51,2020-10-14 10:21,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024270.83,745583.86
UQ32020,W-RW1,2020-10-14 11:46,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024255.52,745689.84
UQ32020,W-87,2020-10-14 14:39,TOTAL-U,Total Uranium Isotopes,0.123,ug/L,Y,J,2024385.81,745952.76
UQ32020,W-69,2020-10-15 9:09,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2026064.29,745726.92
UQ32020,W-70,2020-10-15 10:27,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2026062.87,745719.22
UQ32020,W-40,2020-10-15 12:10,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024112.48,745646.53
UQ32020,W-60,2020-10-15 14:00,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023286.81,745835.58
UQ32020,W-33,2020-10-15 14:09,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023548.66,745402.99
UQ32020,W-61,2020-10-15 15:20,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023288.26,745829.26
UQ32020,W-15,2020-10-16 8:17,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023716.79,744663.42
UQ32020,W-64,2020-10-16 9:41,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023511.33,744643.8
UQ32020,W-41R,2020-10-16 10:57,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023252.59,745372.89
UQ32020,W-47,2020-10-16 11:03,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023515.87,744633.77
UQ32020,W-44,2020-10-16 12:25,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022950.11,745579.89
UQ32020,W-RW2,2020-10-16 12:41,TOTAL-U,Total Uranium Isotopes,0.116,ug/L,Y,J,2023458.22,745325.15
UQ32020,W-36,2020-10-16 21:19,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024573.17,746084.83
UQ32020,W-23R,2020-10-19 8:30,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024851.26,744674.74
UQ32020,W-88,2020-10-19 10:22,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022883.96,746574.77
UQ32020,W-67,2020-10-19 10:29,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024485.79,744459.59
UQ32020,W-89,2020-10-19 11:31,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022888.25,746583.34
UQ32020,W-14,2020-10-19 12:09,TOTAL-U,Total Uranium Isotopes,0.178,ug/L,Y,J,2024478.65,744603.2
UQ32020,W-26,2020-10-19 13:47,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023417.69,744855.29
UQ32020,W-16,2020-10-20 8:58,TOTAL-U,Total Uranium Isotopes,0.126,ug/L,Y,J,2024060.26,744602.32
UQ32020,W-90,2020-10-20 10:00,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022011.55,745981.12
UQ32020,W-63,2020-10-20 10:36,TOTAL-U,Total Uranium Isotopes,1.07,ug/L,Y,,2023019.42,745098.13
UQ32020,W-19B,2020-10-20 12:10,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022552.95,746172.68
UQ32020,W-48,2020-10-20 12:35,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023290.44,744913.22
UQ32020,W-62,2020-10-20 14:17,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022726.08,745485.46
UQ32020,W-42,2020-10-21 11:25,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023203.32,745072.35
UQ32020,W-49,2020-10-21 13:13,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023192.63,745073.23
UQ32020,W-46,2020-10-21 14:52,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023494.46,745154.59
UQ32020,W-65,2020-10-22 10:38,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024027.45,745693.7
UQ32020,W-43,2020-10-22 10:40,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023600.12,745904.31
UQ32020,W-91,2020-10-22 12:10,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022016.77,745976.36
UQ32020,W-66,2020-10-22 12:11,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2024027.17,745687.82
UQ32020,W-68,2020-10-22 14:00,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2022496.22,745329.25
UQ32020,W-24,2020-10-22 14:13,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2027344.76,746742.56
UQ32020,W-39,2020-10-22 21:06,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2023656.67,745587.41
UQ32020,W-85,2020-10-23 9:02,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2025107.68,745079.71
UQ32020,W-86,2020-10-23 11:55,TOTAL-U,Total Uranium Isotopes,0.2,ug/L,N,U,2025100.8,745082.29
